x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9
802.254,939.537,591.493,703.295,898.474,746.234,239.343,922.38,201.003,548.594,857.502,862.553,723.815,285.945,860.653,181.105,622.385,34.389
802.18,939.533,588.492,701.953,898.632,746.081,240.456,922.213,201.14,546.28,857.902,862.573,723.608,285.843,861.928,181.114,624.797,36.155
802.257,939.568,585.222,699.871,898.47,746.575,244.311,922.51,201.034,545.318,857.881,862.894,723.834,286.035,861.621,181.219,626.81,35.976
802.238,939.54,580.757,695.878,898.787,745.693,248.493,922.83,201.235,545.159,857.795,862.243,723.611,286.098,861.099,181.431,628.483,36.236
802.179,939.592,572.264,690.754,898.711,745.951,254.494,926.453,200.779,545.318,857.776,861.939,723.781,286.043,861.312,181.531,628.421,36.096
802.232,940.061,562.845,685.34,898.538,746.093,258.614,929.347,200.611,545.4,857.829,862.106,723.851,285.896,861.589,182.153,628.87,35.962
801.945,939.687,558.175,678.091,898.265,746.197,263.933,930.563,200.505,545.226,857.559,862.664,723.952,285.937,862.032,181.693,630.748,36.596
802.142,939.577,545.936,671.192,898.621,746.133,267.359,931.111,200.264,545.718,857.655,862.055,723.925,285.83,862.31,182.175,634.421,37.726
801.692,939.745,535.666,663.473,898.534,745.963,270.409,932.626,200.657,545.078,857.678,862.318,724.113,285.944,861.874,181.474,639.259,38.366
802.2,939.543,522.029,652.766,898.43,746.11,275.928,934.764,200.673,544.21,857.774,861.959,723.931,285.852,862.801,182.531,641.715,38.907
802.651,939.217,507.74,642.592,898.193,746.381,279.907,936.908,200.66,543.648,857.81,862.335,724.044,285.903,863.073,182.782,645.605,39.361
802.703,938.846,496.583,633.461,898.681,745.883,285.018,939.779,200.346,544.292,857.752,862.49,724.063,285.804,863.305,182.77,650.164,38.28
802.377,937.618,483.758,625.202,898.736,746.221,291.201,941.62,201.095,543.383,857.676,862.371,723.811,285.786,862.666,183.12,656.528,40.725
804.6,935.676,471.133,616.995,898.344,745.927,295.4,944.576,200.87,542.866,857.902,862.282,723.931,285.76,863.12,182.734,661.655,43.443
807.314,935.386,458.628,608.992,898.375,746.203,300.316,947.048,200.978,542.954,857.668,862.655,724.035,285.831,863.464,182.631,666.845,45.48
810.325,932.446,446.432,602.112,898.575,746.091,303.261,949.632,201.526,542.507,857.558,862.478,724.045,285.515,863.286,182.681,671.061,46.731
812.865,928.49,437.919,596.792,898.477,746.389,308.601,952.285,201.029,542.512,857.62,862.367,724.487,286.136,862.995,182.644,672.883,47.361
815.681,926.018,428.393,590.134,898.475,746.198,313.446,954.163,201.02,541.785,857.719,862.631,724.947,286.91,863.213,182.321,675.377,49.251
818.829,923.283,420.263,583.373,898.552,746.008,316.448,955.968,201.217,540.863,857.596,862.737,723.907,287.602,862.255,182.056,676.78,50.419
822.318,917.732,415.264,579.252,898.678,745.893,321.409,958.105,201.084,540.699,857.526,862.161,723.66,288.34,862.892,181.837,683.032,51.499
824.24,915.067,411.303,576.405,898.58,746.241,321.095,958.673,201.56,540.317,857.635,862.35,723.425,287.943,862.475,181.668,689.574,51.872
825.189,912.582,409.472,575.739,898.456,746.179,320.224,958.873,201.556,540.308,857.383,862.748,723.862,288.211,862.111,181.644,693.404,53.007
825.025,912.796,408.854,575.777,898.515,746.015,318.602,958.352,201.682,539.997,857.566,862.361,723.758,288.022,861.685,180.608,695.91,52.044
824.595,912.461,408.224,575.491,898.781,745.836,318.006,957.775,201.759,539.623,857.681,862.234,723.639,287.934,862.636,181.913,700.609,54.196
825.015,912.144,408.477,575.165,898.644,746.168,317.889,957.638,201.789,538.877,858.349,861.387,723.618,287.774,862.882,181.587,703.742,56.889
824.312,913.55,408.196,575.539,898.559,746.308,317.26,957.543,201.904,539.377,858.447,860.766,724.014,287.698,861.665,181.525,711.185,59.41
822.895,915.178,408.072,575.454,898.639,746.135,316.403,956.962,201.893,539.585,858.825,860.055,724.127,287.506,861.868,180.886,717.34,60.223
824.761,916.08,410.338,575.712,898.782,745.875,316.788,957.088,201.741,539.495,859.054,858.817,724.611,287.687,861.832,181.029,722.966,63.862
825.672,916.444,410.701,575.639,898.543,746.241,316.439,956.97,201.437,539.348,859.195,858.818,725.526,287.603,861.059,180.685,726.825,66.258
825.982,916.586,410.051,575.472,898.595,746.41,316.189,957.014,201.08,539.434,859.049,858.474,726.048,287.632,861.986,181.296,729.821,67.917
826.008,917.171,410.297,575.742,898.481,746.586,316.347,956.882,200.921,538.724,859.045,858.417,726.838,287.677,861.321,181.581,733.054,66.887
825.976,919.144,409.924,575.603,898.669,746.272,316.29,956.935,201.222,538.681,858.955,858.408,726.79,287.768,861.638,180.767,735.409,68.581
827.565,919.126,410.01,575.219,898.769,745.996,315.943,956.636,201.666,538.36,858.855,858.391,727.481,287.705,861.25,180.917,740.332,70.872
827.975,919.004,410.563,575.459,898.871,746.142,315.745,956.53,202.291,537.756,858.979,858.397,727.325,287.789,861.721,181.443,743.721,73.612
832.031,920.477,411.395,575.456,898.554,746.374,315.845,956.483,201.895,537.893,858.824,857.73,727.303,287.558,861.485,181.732,746.5,76.825
836.636,921.755,410.345,574.972,898.961,745.989,315.72,956.449,201.822,537.787,859.124,857.309,727.552,287.675,861.699,181.352,747.656,79.61
840.826,922.15,411.353,575.543,898.868,745.874,315.637,956.256,201.966,538.15,859.316,857.257,727.512,287.576,861.298,181.062,752.458,81.136
845.073,922.038,411.845,575.567,898.688,746.188,315.703,956.296,202.154,537.895,859.533,856.626,727.648,287.434,861.604,181.71,754.239,80.864
847.081,920.277,411.274,575.64,898.616,746.322,315.902,956.414,202.067,537.552,860.092,855.732,727.719,287.287,861.729,181.563,759.126,80.027
848.641,920.494,411.365,575.624,898.827,746.202,315.939,956.375,201.98,537.285,860.381,854.477,727.333,287.244,862.391,181.815,764.783,83.451
850.546,917.818,411.374,576.106,898.69,746.023,315.595,956.486,201.698,537.433,860.744,853.187,727.298,287.453,862.366,183.065,768.585,86.354
852.697,915.484,411.398,575.964,898.739,746.017,315.515,956.162,201.67,537.415,860.912,852.401,727.359,286.944,863.106,183.456,771.982,89.139
854.417,914.652,410.345,575.746,898.411,746.462,315.617,956.312,201.832,536.883,860.998,850.795,727.908,286.745,863.182,184.321,776.208,90.486
856.166,914.032,410.477,576.292,898.489,746.374,315.581,956.202,201.707,537.151,861.075,850.598,728.083,286.812,868.465,183.89,780.191,91.687
856.452,913.012,409.745,576.467,898.716,746.367,315.383,956,201.655,537.048,861.17,850.69,728.034,286.788,872.666,187.775,784.519,91.498
856.729,911.717,413.547,575.949,898.895,746.024,315.247,956.013,201.732,537.298,861.428,850.325,726.928,286.475,877.578,191.045,789.327,93.784
857.659,910.408,412.797,576.074,898.629,746.141,315.699,956.215,201.598,537.337,861.167,849.684,725.626,286.829,882.532,197.399,790.901,95.141
860.297,908.165,412.948,575.954,899.013,746.197,315.342,956.184,201.638,537.259,860.873,849.522,724.709,286.542,887.019,201.598,789.89,97.166
864.637,908.07,412.001,575.954,898.501,746.608,315.574,956.048,201.692,536.849,860.626,849.684,721.783,286.137,891.924,207.549,790.029,98.342
869.157,907.053,412.764,576.039,898.878,745.902,315.377,956.061,201.655,536.624,860.638,849.613,718.996,290.141,892.943,210.873,791.113,99.931
871.6,904.176,412.915,575.994,898.552,746.618,315.614,956.149,201.727,536.511,860.003,849.567,714.13,290.176,895.417,218.121,794.157,102.073
873.064,903.985,413,576.47,898.788,746.654,315.33,955.929,201.88,536.508,858.877,848.662,708.076,292.309,898.782,224.041,796.518,101.218
873.966,897.125,413.539,576.373,898.861,746.2,315.608,955.925,201.601,536.618,859.156,848.691,700.972,292.742,902.572,230.042,799.907,102.453
875.571,892.912,414.273,576.431,899.065,745.871,315.768,955.939,201.779,535.988,859.061,849.15,696.108,292.675,906.207,234.201,806.007,106.522
874.981,890.703,412.354,576.016,899.255,746.131,315.806,956.093,201.74,536.191,858.934,849.247,686.015,294.231,908.515,239.311,814.426,111.762
876.395,890.596,412.918,576.354,899.327,746.017,315.195,955.713,201.613,536.069,859.149,849.063,677.675,293.286,912.449,245.225,818.718,115.884
878.232,888.927,412.907,576.682,899.235,745.848,315.295,955.895,201.934,536.17,859.191,849.203,670.039,291.596,916.862,250.986,823.406,119.651
884.464,884.392,414.997,576.597,899.568,744.914,315.365,955.829,201.737,536.636,858.231,849.895,663.004,290.022,920.522,257.957,826.005,123.074
888.201,883.049,413.214,576.035,899.168,745.457,315.451,955.81,201.963,536.692,858.22,849.541,659.442,286.903,926.081,266.596,829.841,122.402
891.161,880.954,411.962,576.648,899.034,745.989,315.147,955.645,201.708,536.677,858.602,848.93,655.675,283.612,930.847,273.078,831.997,122.764
893.631,877.183,412.434,576.846,899.258,745.522,315.219,955.776,201.574,536.058,858.227,849.496,652.743,281.235,935.413,278.155,834.417,124.95
895.972,874.601,411.87,577.57,899.101,745.42,314.971,955.685,201.452,535.833,858.657,849.182,648.199,280.658,936.991,282.999,835.867,127.346
898.184,874.193,412.428,577.339,898.777,745.876,314.96,955.686,201.675,535.748,858.6,849.318,642.007,279.073,938.274,286.562,837.566,130.508
901.919,873.756,412.905,577.438,898.613,746.036,315.093,955.734,201.547,535.222,858.576,849.322,637.294,276.84,937.724,289.988,840.981,132.665
903.605,872.657,411.704,577.668,898.642,745.834,315.068,955.518,201.703,535.184,858.831,849.46,628.816,273.529,937.629,290.586,843.419,132.583
905.102,870.711,412.251,577.607,898.835,745.778,314.969,955.641,201.674,534.57,858.83,849.317,623.169,271.472,936.825,291.064,845.089,132.669
906.909,868.988,411.76,577.573,898.495,745.925,314.733,955.497,201.36,533.937,858.824,849.225,613.734,266.142,937.234,290.558,847.449,135.782
908.092,868.484,412.913,577.602,898.69,745.856,315.333,955.829,201.605,534.14,858.771,849.111,607.233,262.106,936.263,291.296,851.206,139.934
909.442,867.564,414.711,578.006,899.061,745.857,314.727,955.609,201.861,534.172,858.475,849.715,600.071,256.797,935.516,291.941,856.28,145.193
909.909,866.92,413.814,577.769,898.885,745.618,315.127,955.549,201.81,533.996,858.664,849.362,593.818,252.046,935.72,292.136,860.119,147.618
909.813,866.933,409.618,577.654,898.374,746.266,314.76,955.444,201.716,534.265,858.076,849.301,586.957,246.477,933.748,292.294,865.008,150.761
910.437,866.394,407.055,577.586,898.662,746.132,314.896,955.526,201.68,534.511,858.339,849.162,582.902,240.944,933.356,291.768,866.615,150.288
910.336,866.001,405.051,576.842,898.914,745.863,315.032,955.688,201.597,534.368,858.173,849.255,576.656,234.355,933.103,291.862,868.17,152.322
910.951,866.542,400.026,574.279,898.721,745.968,314.612,955.449,201.841,534.089,857.73,849.763,571.838,229.623,933.15,291.69,868.186,155.564
910.81,865.444,391.208,573.195,898.497,746.291,314.799,955.493,201.849,534.234,858.283,849.362,563.976,222.844,933.28,291.002,866.993,158.7
913.318,866.721,379.132,568.826,898.688,745.963,314.369,955.344,201.583,534.417,857.39,849.384,558.185,218.591,932.748,290.452,865.16,156.636
913.989,866.191,367.738,564.888,899.102,745.69,314.776,955.272,201.784,533.775,856.85,850.214,550.311,213.448,932.073,289.773,867.246,156.738
914.016,866.293,356.6,560.73,898.718,745.909,314.599,955.322,201.597,533.545,856.482,850.233,544.722,208.854,931.144,289.256,871.029,159.67
914.13,865.76,340.731,556.214,898.61,746.224,314.737,955.416,202.048,534.388,856.626,849.655,538.102,202.267,930.538,288.918,871.872,161.447
913.649,865.214,325.857,551.892,898.41,746.414,314.787,955.491,202.083,534.107,855.938,849.196,532.764,196.605,930.517,288.269,873.498,163.571
914.725,865.012,314.723,549.066,898.762,745.923,314.924,955.559,201.763,534.081,855.222,847.446,525.406,187.643,930.097,287.933,877.441,164.628
914.567,864.619,303.684,545.402,898.836,745.653,315.303,955.821,201.361,534.267,854.975,844.898,519.98,178.854,929.448,287.014,881.348,164.109
914.521,864.308,294.319,543.201,898.509,745.998,314.875,955.386,201.502,534.012,854.367,842.643,516.942,172.07,929.522,286.777,883.602,165.519
915.354,864.747,286.266,541.448,898.557,746.23,314.98,955.671,201.877,534.375,853.752,841.3,515.465,165.187,928.557,286.724,886.098,167.856
915.73,864.572,277.837,541.548,898.657,746.051,314.924,955.571,202.009,534.436,853.639,840.85,512.894,159.307,928.493,286.345,887.181,169.669
909.357,863.468,274.102,541.312,898.971,745.657,314.697,955.612,201.859,534.103,852.974,839.161,509.25,155.522,928.499,286.744,887.044,170.982
909.308,863.753,270.448,542.875,898.725,745.678,314.372,955.25,201.477,533.995,852.844,837.306,504.737,149.406,928.899,286.748,891.186,175.575
909.958,863.217,266.133,547.05,898.516,746.165,314.616,955.446,201.739,534.653,852.538,836.109,501.071,144.792,927.983,286.708,894.068,180.27
909.16,863.282,258.931,552.85,898.661,745.689,314.947,955.544,201.853,534.65,852.298,835.442,496.415,137.986,928.051,286.55,896.647,183.373
908.768,863.222,251.305,556.962,898.824,745.742,314.411,955.457,201.64,534.425,851.866,834.729,491.341,131.256,927.673,286.015,898.651,185.389
907.895,862.839,244.555,558.589,898.934,745.336,314.601,955.43,201.598,533.711,852.188,833.953,488.155,125.619,927.751,286.229,901.09,187.62
907.588,862.895,242.333,559.369,898.679,745.268,314.618,955.351,201.362,533.884,852.314,833.547,484.874,119.797,927.295,286.013,901.768,191.659
907.506,863.228,240.992,558.672,898.555,745.522,314.635,955.43,201.44,533.413,852.802,833.241,481.044,112.703,927.645,286.092,902.063,193.724
907.054,863.45,238.116,557.218,898.935,745.382,314.807,955.541,201.669,533.79,852.52,833.09,475.411,109.105,927.43,286.284,901.414,193.89
906.912,863.507,236.453,554.953,899.325,744.989,314.755,955.404,201.58,533.816,853.099,833.314,469.351,106.274,927.767,286.326,901.013,194.098
907.698,863.342,236.281,554.438,898.86,745.498,314.248,955.336,201.334,533.556,852.842,832.591,458.704,103.115,927.295,285.818,901.737,195.47
907.207,863.519,236.443,552.895,899.066,745.335,314.581,955.37,201.708,533.616,852.8,832.126,448.381,100.268,927.94,286.269,902.384,195.538
907.162,863.573,235.613,546.362,899.51,745.406,314.56,955.282,201.037,534.312,852.981,832.375,439.062,97.358,927.554,286.271,902.297,196.117
907.311,863.376,233.572,538.832,899.089,745.927,314.416,955.363,200.983,534.262,853.321,832.511,429.499,94.265,927.549,286.034,904.127,197.881
908.294,863.788,234.32,532.322,899.036,746.049,314.798,955.35,201.042,534.39,853.323,832.599,421.119,92.248,927.619,285.921,907.343,198.886
908.386,864.639,232.563,525.797,899.498,745.541,314.184,955.113,201.044,534.127,853.106,831.998,415.205,92.734,927.409,285.757,910.368,199.214
908.669,864.799,230.235,519.925,899.292,746.194,314.855,955.247,201.041,534.336,852.911,831.807,410.332,92.316,927.492,286.036,912.406,200.098
908.197,864.702,228.939,511.281,899.355,746.318,314.478,955.314,200.515,534.914,853.362,831.859,405.424,91.543,927.725,285.852,915.336,200.659
908.824,864.507,227.847,502.843,899.169,746.815,314.696,955.562,198.807,536.97,853.752,832.352,396.97,88.828,927.772,286.181,917.802,201.891
908.198,865.066,221.848,495.636,899.468,746.516,314.536,955.424,198.69,538.676,853.635,832.084,389.248,87.34,928.284,286.198,921.849,206.26
907.493,864.423,214.937,485.973,899.749,746.463,314.527,955.229,199.016,538.725,853.731,831.998,377.918,87.124,928.382,286.007,922.76,208.638
907.787,863.926,211.569,483.887,900.095,746.022,314.594,955.048,199.54,539.502,853.541,831.535,369.305,88.405,928.126,286.139,922.618,209.297
907.212,862.421,211.347,484.012,900.067,746.004,314.484,955.169,200.317,541.032,853.225,831.1,359.699,90.346,928.011,286.059,922.645,212.499
908.556,861.02,211.288,484.103,900.127,746.078,314.423,955.247,200.416,541.314,853.468,831.396,354.171,94.161,927.897,286.163,923.088,213.842
908.665,860.148,211.521,484.224,899.87,746.511,314.48,955.158,200.415,541.031,853.574,830.928,346.371,98.154,927.511,285.73,925.029,216.736
910.435,859.339,211.576,485.59,899.726,746.35,314.075,955.058,200.826,540.906,853.842,831.158,338.491,101.436,927.645,285.764,925.781,218.046
910.581,858.579,209.66,493.336,900.002,746.534,314.595,955.076,200.461,541.099,853.863,830.994,328.213,106.963,928.254,286.18,926.606,218.238
910.52,859.081,206.816,498.815,900.174,746.151,314.602,955.042,200.497,540.637,853.705,831.403,317.23,111.533,927.543,286.254,926.96,217.811
910.183,857.396,198.29,501.617,900.191,746.548,314.239,954.938,200.441,541.034,853.519,831.193,308.219,113.922,927.612,286.05,928.638,218.972
907.941,858.388,189.313,502.686,900.061,746.066,314.128,954.879,200.427,541.635,853.634,831.443,297.038,116.209,927.583,285.847,929.937,220.291
907.318,858.082,181.164,505.06,900.064,746.157,314.333,954.945,200.51,541.83,853.41,830.721,289.902,117.824,927.357,285.918,932.621,222.897
907.209,857.315,172.907,505.905,899.866,746.211,314.369,955.119,200.632,541.698,853.467,830.717,280.435,118.412,927.823,285.941,935.408,229.498
906.355,854.818,162.906,507.751,899.828,746.04,314.592,954.981,200.557,541.723,853.327,830.918,275.96,118.058,927.625,286.207,939.618,232.98
905.982,852.413,154.167,508.477,900.118,745.883,314.146,954.876,200.814,541.79,853.297,830.919,274.871,117.063,927.293,285.938,942.217,236.465
905.475,848.226,147.277,509.158,899.681,746.065,314.632,955.063,200.898,541.968,853.467,830.521,278.634,116.806,927.213,286.152,943.836,238.808
905.418,843.045,137.039,510.323,899.731,745.995,314.534,955.034,201.074,541.693,853.431,830.423,281.554,115.548,927.097,285.673,945.623,241.253
907.282,838.51,129.449,510.845,899.441,746.355,314.607,955.09,200.923,541.956,853.512,831.036,283.819,113.803,927.468,285.979,948.12,243.773
909.563,834.862,120.771,510.903,900.027,746.145,314.339,954.881,200.963,541.625,853.175,830.638,284.254,112.743,927.033,285.742,949.467,244.873
910.596,832.206,113.284,514.808,899.685,746.385,314.725,955.126,201.005,541.557,853,830.272,284.45,112.044,927.185,286.068,951.523,247.645
910.011,826.619,102.653,518.166,899.847,745.874,314.624,955.106,200.902,541.877,853.081,830.322,284.539,112.142,927.365,286.208,952.4,250.871
910.388,820.675,90.382,520.208,899.717,745.81,314.631,955.171,201.079,541.707,853.418,830.576,284.711,110.986,927.213,286.04,954.967,255.292
911.969,812.381,81.301,522.937,899.804,745.567,314.082,954.884,200.973,541.702,853.56,830.369,285.366,111.067,927.757,286.048,958.856,262.054
914.549,806.708,72.295,527.227,899.474,745.781,314.22,954.913,201.196,541.545,853.518,830.282,286.516,111.802,927.472,286.233,962.06,265.391
916.113,803.854,63.712,526.024,899.635,745.352,314.193,954.915,201.399,541.037,853.408,830.599,289.43,111.058,927.539,286.163,963.41,266.418
917.423,801.36,57.52,526.386,899.625,745.737,314.541,954.887,202.479,538.325,853.36,830.079,290.993,108.328,927.146,285.991,965.319,269.493
920.156,797.133,54.591,525.732,899.794,745.608,314.482,954.95,203.899,536.332,853.353,830.028,290.646,105.276,926.966,285.825,965.63,270.635
920.75,796.852,52.15,523.439,899.69,745.929,314.367,954.85,206.896,533.722,853.339,830.243,292.304,104.841,926.76,285.863,965.475,271.522
920.326,795.749,49.708,523.076,899.786,745.48,314.435,954.999,208.5,532.358,853.551,829.77,296.281,103.21,927.05,285.989,966.69,274.756
920.02,795.979,45.555,523.358,899.449,745.765,314.453,955,210.418,528.802,853.396,829.556,299.957,101.938,926.837,285.873,967.919,277.895
919.865,794.969,43.258,523.452,899.216,746.008,314.111,955.019,211.647,525.171,853.363,829.966,303.034,99.782,926.698,285.903,969.63,280.449
919.586,794.64,41.395,521.819,899.011,746.263,314.056,954.79,212.818,520.63,852.8,830.383,304.987,97.224,926.86,285.936,972.528,284.521
919.457,794.454,38.907,521.044,899.422,745.514,314.432,954.878,213.101,519.452,853.097,830.432,306.363,94.373,926.968,286.126,973.504,286.362
919.508,794.632,35.377,522.77,899.237,745.76,314.238,954.953,213.114,517.998,852.979,830.436,307.636,93.127,926.759,285.772,975.132,289.636
919.58,794.847,33.038,525.592,899.333,745.699,314.204,954.927,213.291,517.243,853.119,829.952,310.727,92.077,926.915,285.593,978.325,293.948
920.004,794.326,33.642,526.487,899.12,746.024,314.178,954.903,213.151,517.321,853.118,830.091,312.928,91.041,927.139,285.726,979.525,296.941
921.253,793.88,32.517,528.684,899.389,745.651,314.095,955.009,213.166,517.371,852.675,830.142,315.786,89.488,927.134,285.715,980.646,297.327
922.64,795.74,32.446,530.989,899.164,745.811,314.09,954.872,213.121,517.052,852.841,831.723,315.536,90.664,926.967,285.806,980.566,297.14
925.862,794.187,30.99,534.451,899.345,745.583,314.083,954.946,213.094,517.214,852.833,829.772,314.645,89.005,926.975,285.463,980.934,299.439
931.632,790.54,29.812,540.816,899.183,745.966,314.215,954.863,213.008,517.261,852.927,830.096,316.947,88.646,926.994,285.747,981.972,301.043
933.694,788.922,29.596,545.411,899.192,745.372,313.839,954.69,213.129,517.039,853.237,830.103,316.772,87.567,927.027,285.572,983.21,306.295
936.889,788.061,30.295,549.96,899.001,745.844,314.382,954.784,213.01,517.235,853.469,829.771,314.784,86.572,926.714,285.81,985.02,311.292
942.257,785.916,29.652,554.812,898.746,745.697,314.318,954.889,213.177,517.009,853.463,829.422,312.002,85.657,926.719,285.831,987.949,317.614
948.121,778.212,29.596,559.918,898.426,746.122,314.19,954.838,213.207,517.052,853.171,830.64,308.766,85.06,926.519,285.556,989.667,319.542
952.151,772.963,30.452,565.742,898.35,746.649,314.403,954.909,213.137,517.152,853.395,831.026,307.463,84.224,926.673,285.797,992.329,323.304
953.899,769.072,30.751,573.168,898.373,747.123,313.924,954.684,213.072,516.985,853.394,829.989,306.744,83.341,926.771,285.97,992.375,326.227
958.282,763.397,31.029,579.666,896.927,750.565,314.225,954.6,212.946,517.241,853.661,829.041,306.239,83.463,927.044,285.875,992.278,329.463
962.655,758.475,31.915,587.437,894.921,753.03,314.22,954.675,212.704,517.224,854.227,829.091,305.786,84.379,926.942,285.898,993.574,333.486
967.644,753.946,32.791,596.174,893.848,755.69,314.654,955.043,212.797,516.876,853.635,828.725,307.013,82.48,926.743,285.755,994.059,335.51
973.174,748.738,33.17,601.832,892.393,758.935,314.168,954.663,213.753,514.773,853.406,829.57,306.094,82.421,926.461,285.327,993.2,339.467
975.121,747.158,35.649,607.69,891.603,762.603,314.34,954.686,215.055,512.415,853.44,829.406,306.171,81.523,926.232,285.352,992.263,341.115
977.548,741.234,36.014,615.46,888.974,765.542,314.209,954.819,216.669,510.662,853.73,828.887,307.086,81.114,926.402,285.473,993.144,341.961
978.814,735.747,37.982,625.131,887.125,768.775,314.312,954.841,218.556,508.191,853.633,828.418,307.957,79.938,926.32,285.538,995.99,343.648
980.908,733.12,38.593,631.006,884.724,770.415,314.277,954.822,219.815,504.459,853.826,828.4,308.846,78.57,926.33,285.306,996.717,347.366
981.993,727.695,42.006,643.526,883.991,773.922,314.177,954.667,221.53,497.588,853.197,829.167,309.209,78.074,926.395,285.383,999.041,349.865
984.08,721.337,42.78,649.834,881.85,777.123,314.116,954.607,220.584,491.75,853.355,828.155,309.678,78.166,926.806,285.717,1001.211,353.95
985.947,716.677,44.623,654.124,881.379,779.113,314.261,954.62,219.131,482.905,853.943,828.7,310.092,77.58,926.814,285.824,1001.863,353.341
985.409,711.642,45.681,659.583,881.189,780.883,314.183,954.698,216.204,476.373,854.04,828.834,310.858,77.421,926.793,285.934,1002.702,355.793
986.526,706.894,46.124,667.941,880.314,783.796,314.227,954.67,212.4,471.463,853.946,829.042,311.811,76.348,926.776,286.111,1005.782,357.511
987.959,704.312,48.636,675.693,879.555,786.486,313.906,954.699,210.029,467.867,853.8,829.219,312.288,76.22,927.103,286.165,1007.414,358.795
988.668,698.482,51.335,685.093,878.17,789.13,313.812,954.586,207.385,464.176,853.563,829.202,315.55,74.825,927.123,286.111,1008.056,360.113
990.61,694.564,52.81,690.312,877.343,790.554,313.894,954.705,203.616,461.839,853.563,829.273,319.337,73.187,927.068,285.963,1009.303,361.516
990.144,690.511,55.438,696.912,876.984,792.172,314.211,954.602,199.478,459.087,853.59,829.309,321.151,71.763,927.015,285.742,1009.929,365.601
990.161,687.952,59.765,706.218,878.378,792.214,314.367,954.553,196.361,455.725,853.11,830.559,325.358,70.687,927.169,286.144,1010.357,370.058
991.762,685.467,63.149,714.276,878.992,792.928,314.343,954.255,192.318,452.874,854.55,833.757,328.538,70.46,927.397,285.993,1010.69,374.855
992.165,684.564,65.49,720.961,880.205,792.577,314.321,953.717,187.947,447.914,855.01,834.384,333.82,68.428,927.493,286.196,1012.102,380.256
993.155,683.63,67.515,728.206,880.34,793.246,314.413,953.568,183.271,445.532,854.925,833.941,338.942,65.738,927.727,286.37,1014.867,385.485
994.123,682.498,71.978,737.417,880.419,793.614,315.56,953.495,178.029,442.593,852.568,834.778,342.457,64.835,927.815,286.363,1017.536,389.257
994.341,682.995,77.754,749.26,880.421,794.582,317.113,954.064,174.069,439.497,850.934,834.406,346.314,61.66,927.904,286.238,1017.493,391.282
994.951,682.905,77.924,753.019,880.188,795.606,318.062,954.696,169.866,432.979,849.906,834.295,350.648,59.119,927.968,286.447,1018.211,395.133
995.17,682.3,81.775,758.661,880.078,796.682,321.629,956.565,165.773,427.024,848.074,832.482,357.804,57.235,927.708,286.316,1016.814,398.721
995.955,681.97,84.716,767.05,880.597,796.35,324.116,957.177,163.047,424.104,846.545,831.873,364.233,56.703,927.73,286.448,1017.134,401.131
996.021,681.569,89.333,774.237,879.673,797.535,327.452,958.813,159.839,418.838,844.365,831.859,373.077,55.469,927.947,286.159,1018.538,400.923
995.941,681.735,91.43,779.574,879.613,797.922,329.853,961.035,156.806,412.717,841.885,828.72,375.79,53.283,927.703,286.122,1019.439,405.153
996.039,681.987,96.265,787.84,879.942,798.335,332.104,963.295,155.291,404.877,839.945,825.299,377.953,51.682,927.818,286.096,1020.617,414.278
996.374,682.007,100.596,794.178,881.706,798.559,335.3,964.905,152.559,397.46,838.371,821.395,382.165,50.461,928.012,286.366,1022.569,420.124
996.566,681.387,106.319,802.792,883.162,798.825,338.516,965.654,150.336,391.196,834.015,818.24,384.312,51.28,927.944,286.49,1022.852,425.702
996.755,681.28,107.659,805.973,883.931,799.156,342.213,966.138,147.946,385.781,831.867,815.664,390.848,50.895,927.823,286.125,1022.664,429.075
996.918,681.192,107.758,806.646,884.074,800.602,342.167,966.148,146.724,380.854,830.097,813.364,397.692,48.149,927.938,286.156,1023.05,430.284
996.121,681.118,109.087,809.166,883.997,802.128,346.903,968.659,144.55,375.112,829.296,808.796,405.964,43.879,927.561,285.945,1023.505,431.55
996.682,680.803,114.548,817.263,883.703,804.797,354.459,970.563,141.794,370.259,828.34,805.898,414.543,41.082,927.979,286.447,1023.668,431.518
996.753,680.734,121.149,826.711,882.292,807.661,359.06,972.248,137.806,365.144,826.562,802.367,424.823,39.233,927.72,285.896,1024.073,432.685
996.72,679.922,124.593,833.936,882.847,811.045,365.211,974.574,135.03,358.279,825.367,799.012,429.654,38.76,927.905,286.249,1027.083,438.541
996.875,679.685,130.409,842.028,883.366,815.916,368.567,976.807,130.398,353.659,823.672,795.875,435.69,37.475,927.759,286.127,1028.772,444.491
996.962,679.943,136.957,849.943,883.227,819.351,374.072,979.07,125.24,351.25,822.526,793.743,441.955,35.598,928.025,285.981,1027.719,451.389
996.428,679.97,142.264,857.477,882.253,821.364,381.184,980.75,119.844,348.156,820.857,790.401,445.846,35.636,928.786,286.319,1028.389,456.304
996.165,679.666,146.504,861.975,881.747,823.221,386.5,983.046,116.625,345.592,819.428,786.624,452.861,34.769,928.859,285.779,1028.507,457.778
996.236,679.517,153.259,870.471,881.022,824.702,393.807,985.218,112.371,342.254,819.123,785.725,458.377,34.119,928.821,285.923,1028.991,463.703
996.181,679.373,161.837,877.85,880.99,824.68,400.204,986.89,106.829,338.346,819.229,785.344,464.388,32.395,929.06,286.722,1029.534,468.56
