x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
576.285,1054.486,283.245,991.934,869.876,922.460,70.803,781.377,1032.270,631.885,19.218,506.172,1019.148,361.324,110.282,242.091,843.379,111.615,429.926,24.423
576.051,1055.550,283.229,992.059,869.827,922.306,70.897,781.453,1032.226,631.706,19.411,506.418,1017.959,360.363,110.521,242.038,843.297,111.576,429.983,24.425
576.177,1055.082,283.171,991.558,869.492,921.943,70.999,781.585,1032.469,631.927,19.342,506.209,1019.084,361.364,110.418,241.981,843.337,111.582,430.191,24.674
576.126,1055.240,283.231,991.779,869.670,921.123,70.933,781.722,1032.368,631.840,19.619,507.068,1019.473,361.162,110.614,242.013,843.551,111.433,429.981,24.598
576.099,1054.992,283.209,992.150,870.051,920.920,70.764,781.528,1032.310,631.944,19.623,506.980,1018.116,360.500,110.447,242.096,843.407,111.619,430.093,24.374
576.450,1054.730,283.042,991.958,870.089,922.445,71.079,781.721,1032.390,632.001,19.598,506.793,1018.060,360.326,110.371,241.795,843.587,111.643,429.866,24.487
576.171,1054.833,283.080,991.861,870.472,921.881,70.902,781.542,1032.259,632.007,19.616,506.760,1019.148,361.562,110.603,242.087,843.477,111.585,430.077,24.569
576.007,1055.057,283.256,992.051,869.962,922.567,70.881,781.297,1032.232,632.023,19.521,506.682,1018.972,361.328,110.345,241.937,843.392,111.581,430.021,24.448
576.318,1054.695,283.333,992.132,869.391,921.919,70.849,781.430,1032.485,631.861,19.701,506.832,1018.106,360.613,110.376,241.878,843.401,111.631,429.910,24.587
576.445,1054.230,283.269,991.986,869.708,920.803,70.893,781.746,1032.429,631.960,19.344,506.167,1019.620,361.691,110.411,241.862,843.541,111.653,429.953,24.564
576.132,1055.408,283.306,991.853,870.348,921.612,70.897,781.734,1032.334,632.141,19.808,506.581,1018.004,360.446,110.300,241.993,843.412,111.703,430.095,24.459
576.019,1054.843,283.287,992.011,870.395,921.802,70.851,781.643,1032.480,632.090,19.222,506.315,1017.988,360.437,110.397,241.619,843.367,111.656,430.077,24.532
576.179,1054.679,283.167,991.923,870.039,922.538,70.934,781.789,1032.271,632.081,19.629,506.828,1019.164,361.272,110.282,241.988,843.409,111.555,429.991,24.448
576.222,1055.599,283.115,991.554,869.816,921.177,70.887,781.594,1032.432,631.767,19.754,506.814,1018.122,360.291,110.710,241.925,843.690,111.501,429.921,24.392
575.924,1055.500,283.259,991.862,869.891,920.971,71.105,781.967,1032.287,631.957,19.256,506.183,1018.023,360.471,110.482,241.820,843.438,111.722,429.711,24.458
576.198,1054.990,283.170,991.845,869.884,922.515,70.922,781.238,1032.259,631.823,19.717,506.595,1019.377,361.676,110.395,242.102,843.438,111.558,429.969,24.566
576.163,1054.687,283.102,991.651,870.623,921.658,70.866,781.243,1032.069,632.156,19.254,506.241,1018.125,360.133,110.330,241.921,843.334,111.498,430.367,24.455
576.378,1054.717,283.214,991.858,869.270,922.022,70.834,781.329,1032.481,632.121,19.320,506.633,1019.429,361.268,110.245,241.850,843.559,111.611,429.978,24.337
576.063,1055.087,283.302,992.151,869.366,921.964,70.683,781.433,1032.413,632.230,19.639,506.815,1018.856,361.383,110.503,241.813,843.529,111.480,429.687,24.413
576.412,1054.373,283.171,991.886,869.796,920.665,70.795,781.215,1032.432,632.020,19.653,506.802,1019.258,361.450,110.560,241.848,843.498,111.688,429.652,24.603
576.319,1055.182,283.427,991.702,869.810,920.967,70.801,781.553,1032.496,631.919,19.107,506.262,1019.210,361.687,110.498,242.137,843.470,111.326,430.052,24.468
576.264,1054.453,283.041,991.682,870.567,921.746,71.000,781.724,1032.227,631.835,19.712,506.797,1018.116,360.269,109.979,242.016,843.452,111.604,429.725,24.584
576.208,1054.640,283.176,992.311,870.013,920.872,71.010,781.545,1032.209,632.105,19.636,506.922,1018.976,361.509,110.329,242.113,843.397,111.590,429.729,24.538
576.144,1054.933,283.236,991.859,869.420,921.903,70.810,781.496,1032.033,631.811,19.801,506.655,1018.416,360.665,110.465,242.070,843.055,111.627,430.139,24.530
575.884,1055.402,283.030,991.804,869.361,921.948,70.908,781.786,1032.288,632.119,19.667,506.658,1018.071,360.315,110.387,241.722,843.644,111.391,429.937,24.404
576.146,1055.144,282.973,991.639,869.359,921.854,70.916,781.604,1032.442,631.948,19.671,506.860,1019.191,361.243,110.432,241.818,843.613,111.623,429.655,24.594
576.081,1054.706,283.288,991.821,870.534,921.680,70.850,781.713,1032.187,631.744,19.373,506.384,1019.274,361.364,110.628,242.154,843.235,111.669,429.826,24.560
576.010,1055.074,282.955,991.786,870.375,921.756,71.052,781.625,1032.270,631.946,19.694,506.795,1018.854,360.980,110.576,242.151,843.294,111.445,429.871,24.536
576.096,1055.068,283.087,992.007,870.451,921.809,70.846,781.562,1032.327,632.073,19.699,506.551,1018.936,361.115,110.322,242.290,843.677,111.500,429.970,24.421
576.078,1055.216,283.325,992.082,869.715,920.872,70.826,781.497,1032.065,631.926,19.632,506.840,1017.889,360.482,110.494,241.975,843.742,111.357,429.897,24.490
576.052,1055.135,283.104,991.706,869.329,921.798,70.956,781.606,1032.281,632.127,19.726,506.874,1017.942,360.223,110.443,242.008,843.446,111.621,429.917,24.652
576.140,1055.169,283.010,991.687,869.574,920.990,70.780,781.351,1032.407,631.843,19.569,506.779,1018.791,360.826,110.545,241.765,843.440,111.429,430.143,24.484
576.178,1055.164,283.141,991.699,870.589,921.954,70.853,781.645,1032.328,632.143,19.689,506.831,1019.071,361.223,110.172,241.751,843.535,111.444,429.729,24.459
576.548,1054.708,283.059,991.915,870.438,921.773,70.846,781.381,1032.438,632.023,19.847,506.618,1019.184,361.198,110.306,241.962,843.300,111.488,429.927,24.428
576.308,1054.585,283.172,991.910,870.427,921.703,70.818,781.406,1032.550,631.813,19.727,507.050,1019.205,361.102,110.319,241.914,843.379,111.587,429.652,24.483
576.308,1054.851,283.106,991.707,869.748,920.774,71.035,781.693,1032.349,631.943,19.377,506.476,1019.243,361.247,110.611,241.750,843.407,111.405,429.931,24.479
576.443,1054.826,283.293,991.678,869.811,921.017,70.895,781.351,1032.260,631.896,19.691,507.035,1019.092,361.088,110.456,242.042,843.510,111.552,430.010,24.475
576.587,1054.782,283.293,991.898,869.306,921.948,70.869,781.588,1032.026,631.643,19.660,506.684,1018.950,361.379,110.558,241.873,843.412,111.587,429.849,24.491
576.323,1054.999,283.097,991.718,869.727,920.914,70.965,781.535,1032.401,631.921,19.451,506.431,1017.934,360.400,110.213,241.899,843.525,111.454,429.915,24.425
576.444,1054.284,283.186,991.958,869.986,922.441,70.877,781.715,1032.380,632.208,19.605,506.680,1018.983,361.649,110.404,241.929,843.533,111.578,429.974,24.451
576.286,1055.092,283.025,991.898,869.968,920.908,70.906,781.337,1032.222,631.997,19.409,506.782,1018.184,360.658,110.477,241.929,843.287,111.434,429.896,24.597
575.688,1055.341,283.403,991.975,869.921,920.837,70.974,781.517,1032.207,631.905,19.327,506.471,1017.914,360.539,110.470,241.814,843.395,111.546,429.874,24.590
576.012,1055.246,283.385,991.770,870.571,921.765,71.021,781.591,1032.118,631.886,19.451,506.362,1019.119,361.337,110.390,242.104,843.540,111.608,430.171,24.413
575.986,1055.121,283.199,991.656,869.830,922.465,70.996,781.682,1032.383,631.824,19.262,506.510,1019.298,361.447,110.520,242.094,843.470,111.630,429.891,24.490
576.090,1054.802,283.100,991.457,869.982,920.916,71.002,781.433,1032.302,632.105,19.571,506.856,1019.576,361.497,110.366,242.077,843.519,111.620,430.179,24.541
576.067,1055.523,283.332,992.074,869.878,920.860,70.846,781.559,1032.378,631.854,19.690,507.027,1017.924,360.196,110.543,241.752,843.430,111.628,430.006,24.476
576.197,1054.650,283.135,992.077,869.899,922.568,70.981,781.639,1032.228,632.056,19.633,506.777,1019.341,361.287,110.312,241.974,843.516,111.619,430.054,24.613
576.218,1055.210,283.002,991.810,869.989,922.526,71.043,781.931,1032.362,631.988,19.359,506.241,1017.924,360.193,109.867,242.090,843.554,111.380,429.860,24.480
576.288,1055.077,283.377,991.479,869.783,921.023,70.780,781.514,1032.092,632.012,19.459,506.784,1019.181,361.690,110.377,242.050,843.290,111.591,430.082,24.502
576.384,1055.309,283.387,991.842,869.980,922.340,70.945,781.754,1032.167,631.863,19.648,506.775,1019.006,361.181,110.429,241.962,843.572,111.596,430.026,24.670
576.325,1055.232,283.037,991.879,869.306,921.787,70.820,781.392,1032.255,631.945,19.690,506.624,1019.201,361.452,110.345,241.801,843.388,111.631,430.100,24.492
575.940,1054.396,283.303,991.946,869.820,921.029,70.789,781.740,1032.383,631.714,19.670,506.731,1018.965,361.028,110.543,241.520,843.457,111.656,429.817,24.565
576.066,1054.429,283.228,992.073,869.802,920.981,71.035,781.609,1032.475,631.586,19.537,506.552,1018.036,360.418,110.358,241.869,843.539,111.606,429.708,24.556
576.305,1055.090,283.176,991.695,869.943,922.508,71.044,781.954,1032.345,631.971,19.294,506.323,1019.105,361.232,110.411,242.170,843.302,111.507,429.943,24.495
576.295,1054.832,283.207,992.035,869.335,921.775,70.850,781.469,1032.503,631.983,19.656,506.761,1018.000,360.204,110.067,241.819,843.288,111.506,429.840,24.520
576.286,1054.853,283.231,991.852,870.534,921.537,70.977,781.522,1032.246,631.995,19.677,506.946,1018.042,360.166,110.656,241.930,843.494,111.549,430.112,24.426
576.108,1054.539,283.292,992.019,869.340,921.853,70.826,781.493,1032.228,631.981,19.661,506.768,1018.141,360.319,110.303,241.955,843.210,111.635,430.110,24.624
575.805,1055.117,283.211,991.958,869.162,921.721,70.906,781.622,1032.047,631.726,19.694,506.615,1019.319,361.551,110.445,242.016,843.429,111.647,430.106,24.479
576.477,1054.705,283.160,991.622,869.767,921.029,70.933,781.735,1032.077,631.946,19.406,506.278,1018.962,361.211,110.467,241.811,843.505,111.307,430.184,24.408
575.846,1055.249,282.946,991.777,870.498,921.634,70.899,781.778,1032.338,631.912,19.655,506.855,1018.015,360.314,110.597,242.049,843.416,111.654,429.807,24.508
576.020,1055.322,283.266,991.944,870.120,922.819,70.854,781.734,1032.186,631.852,19.515,506.669,1019.055,360.981,110.508,242.082,843.527,111.381,429.894,24.694
576.166,1054.737,283.140,991.861,869.181,921.798,70.842,781.691,1032.232,632.160,19.543,506.796,1019.328,361.320,110.450,241.833,843.539,110.618,429.748,24.481
576.099,1054.540,283.222,991.845,869.353,921.660,71.015,781.774,1032.028,632.098,19.801,506.659,1018.982,361.303,110.438,242.097,843.404,111.647,429.926,24.455
576.306,1054.726,283.185,992.116,869.353,921.797,70.947,781.402,1032.005,631.785,19.611,506.717,1019.365,361.468,110.272,242.058,843.515,111.562,429.723,24.556
576.148,1055.202,283.177,991.841,869.327,921.899,71.252,781.540,1032.311,632.037,19.380,506.180,1018.022,360.621,110.349,241.928,843.441,111.595,430.020,24.374
576.256,1055.220,282.987,991.682,869.179,921.804,70.865,781.426,1032.177,631.841,19.498,506.947,1019.007,361.549,110.323,241.917,843.379,111.433,429.888,24.388
576.018,1055.151,283.044,991.679,869.768,920.820,71.016,781.698,1032.146,631.634,19.617,506.692,1019.408,361.573,110.596,241.977,843.608,111.623,429.737,24.393
575.713,1055.612,283.282,992.106,869.412,921.926,70.913,781.553,1032.313,631.742,19.490,506.645,1018.141,360.448,110.382,242.001,843.461,111.593,430.095,24.486
576.263,1054.648,283.254,991.885,870.027,922.407,70.828,781.608,1032.414,632.179,19.669,506.557,1019.217,361.300,110.113,241.920,843.521,111.628,430.237,24.458
576.056,1055.510,283.162,992.031,869.975,922.595,70.954,781.348,1032.132,631.721,19.660,506.879,1018.281,360.307,110.313,242.033,843.512,111.574,430.018,24.445
576.185,1055.194,283.260,991.992,870.370,921.386,70.961,781.533,1032.227,631.831,19.840,506.575,1019.160,361.051,110.390,241.894,843.450,111.630,429.746,24.514
576.047,1055.559,283.364,991.923,870.604,921.511,71.035,781.537,1032.054,631.731,19.599,506.780,1019.121,361.615,110.394,242.064,843.424,111.451,429.786,24.603
576.374,1054.571,283.123,992.140,870.607,921.870,71.041,781.640,1032.385,632.010,19.610,506.777,1018.043,360.307,110.440,242.000,843.471,111.604,429.968,24.493
576.380,1054.522,282.940,991.707,869.832,922.344,70.979,781.642,1032.242,631.959,19.685,506.652,1018.146,360.276,110.529,241.876,843.334,111.510,429.901,24.458
575.969,1054.927,283.126,991.919,870.000,922.596,71.070,781.574,1032.190,632.037,19.664,506.699,1019.392,361.160,110.348,241.857,843.562,111.441,430.006,24.427
576.014,1055.209,282.875,991.806,870.564,921.622,70.926,781.662,1032.219,631.917,19.525,506.283,1018.169,360.358,110.552,241.974,843.510,111.357,429.900,24.453
576.132,1055.082,283.042,992.032,869.987,922.496,70.961,781.660,1032.420,631.871,19.424,506.254,1019.244,361.307,110.373,241.903,843.390,111.307,429.831,24.522
576.281,1055.503,283.061,992.161,869.815,920.883,70.854,781.699,1032.390,631.655,19.960,506.828,1018.246,360.449,110.522,241.926,843.466,111.507,429.807,24.510
576.069,1055.005,283.308,991.803,869.910,920.933,70.881,781.625,1032.187,632.147,19.681,506.757,1019.108,361.462,110.421,241.873,843.488,111.609,429.864,24.636
575.976,1055.206,283.194,992.026,869.491,921.920,71.161,781.694,1032.011,631.683,19.652,506.635,1018.105,360.370,110.366,241.876,843.353,111.393,430.157,24.424
576.289,1054.740,283.134,991.541,869.806,920.907,71.205,781.453,1032.173,631.836,19.330,506.192,1018.003,360.392,110.332,241.928,843.355,111.605,430.046,24.707
576.333,1054.737,283.139,991.765,869.955,922.390,71.022,781.533,1032.200,632.015,19.362,506.281,1019.186,361.625,110.416,241.981,843.378,111.506,429.813,24.577
576.251,1054.925,283.347,991.963,869.447,921.650,70.891,781.609,1032.303,632.055,19.344,506.337,1018.211,360.556,110.384,242.031,843.387,111.674,430.023,24.583
575.847,1054.808,283.074,991.542,870.772,921.653,70.869,781.475,1032.441,632.208,19.205,506.368,1019.228,361.347,110.424,242.002,843.602,111.376,429.947,24.685
576.365,1055.138,282.950,991.715,869.481,922.005,70.826,781.559,1032.344,632.083,19.725,507.048,1019.167,361.238,110.382,241.966,843.410,111.451,430.124,24.474
576.025,1054.581,283.062,991.962,869.801,920.940,70.940,782.020,1032.243,632.104,19.405,506.233,1018.248,360.263,110.384,241.820,843.495,111.458,429.757,24.663
576.170,1054.484,283.303,991.863,870.444,921.454,71.014,781.711,1032.499,631.841,19.352,506.189,1018.241,360.647,110.358,242.033,843.454,111.221,430.048,24.506
575.972,1054.829,283.029,991.635,869.793,921.089,70.820,781.394,1032.394,631.978,19.710,506.560,1018.134,360.223,110.385,241.916,843.448,111.492,429.879,24.391
576.113,1055.877,283.158,992.079,869.995,921.188,70.878,781.681,1032.316,632.109,19.717,506.789,1019.251,361.730,110.258,241.889,843.511,111.453,430.005,24.424
576.498,1054.629,283.098,991.990,870.763,921.784,70.951,781.680,1032.239,631.826,19.711,506.682,1017.910,360.294,110.420,241.570,843.406,111.582,430.042,24.637
576.284,1054.718,283.444,991.911,869.810,920.856,70.666,781.628,1032.214,632.132,19.702,506.759,1018.051,360.336,110.336,241.754,843.404,111.621,429.898,24.369
576.186,1054.410,283.255,991.426,870.063,922.557,71.061,781.754,1032.189,632.077,19.681,506.730,1019.262,361.369,110.595,241.918,843.423,111.621,429.659,24.427
